PART ONE: 5,7,3,0
6808 => 3,2,5,1,0
6809 => 3,2,5,1,0
6810 => 3,2,5,1,0
6811 => 3,2,5,1,0
6812 => 3,2,5,1,0
6813 => 3,2,5,1,0
6814 => 3,2,5,1,0
6815 => 3,2,5,1,0
6816 => 4,2,5,1,0
6817 => 4,2,5,1,0
6818 => 4,2,5,1,0
6819 => 4,2,5,1,0
6820 => 4,2,5,1,0
6821 => 4,2,5,1,0
6822 => 4,2,5,1,0
6823 => 4,2,5,1,0
6824 => 5,2,5,1,0
6825 => 5,2,5,1,0
6826 => 5,2,5,1,0
6827 => 5,2,5,1,0
6828 => 5,2,5,1,0
6829 => 5,2,5,1,0
6830 => 5,2,5,1,0
6831 => 5,2,5,1,0
6832 => 6,2,5,1,0
6833 => 6,2,5,1,0
6834 => 6,2,5,1,0
6835 => 6,2,5,1,0
6836 => 6,2,5,1,0
6837 => 6,2,5,1,0
6838 => 6,2,5,1,0
6839 => 6,2,5,1,0
6840 => 7,2,5,1,0
6841 => 7,2,5,1,0
6842 => 7,2,5,1,0
6843 => 7,2,5,1,0
6844 => 7,2,5,1,0
6845 => 7,2,5,1,0
6846 => 7,2,5,1,0
6847 => 7,2,5,1,0
6848 => 0,3,5,1,0
6849 => 0,3,5,1,0
6850 => 0,3,5,1,0
6851 => 0,3,5,1,0
6852 => 0,3,5,1,0
6853 => 0,3,5,1,0
6854 => 0,3,5,1,0
6855 => 0,3,5,1,0
6856 => 1,3,5,1,0
6857 => 1,3,5,1,0
6858 => 1,3,5,1,0
6859 => 1,3,5,1,0
6860 => 1,3,5,1,0
6861 => 1,3,5,1,0
6862 => 1,3,5,1,0
6863 => 1,3,5,1,0
6864 => 2,3,5,1,0
6865 => 2,3,5,1,0
6866 => 2,3,5,1,0
6867 => 2,3,5,1,0
6868 => 2,3,5,1,0
6869 => 2,3,5,1,0
6870 => 2,3,5,1,0
6871 => 2,3,5,1,0
6872 => 3,3,5,1,0
6873 => 3,3,5,1,0
6874 => 3,3,5,1,0
6875 => 3,3,5,1,0
6876 => 3,3,5,1,0
6877 => 3,3,5,1,0
6878 => 3,3,5,1,0
6879 => 3,3,5,1,0
6880 => 4,3,5,1,0
6881 => 4,3,5,1,0
6882 => 4,3,5,1,0
6883 => 4,3,5,1,0
6884 => 4,3,5,1,0
6885 => 4,3,5,1,0
6886 => 4,3,5,1,0
6887 => 4,3,5,1,0
6888 => 5,3,5,1,0
6889 => 5,3,5,1,0
6890 => 5,3,5,1,0
6891 => 5,3,5,1,0
6892 => 5,3,5,1,0
6893 => 5,3,5,1,0
6894 => 5,3,5,1,0
6895 => 5,3,5,1,0
6896 => 6,3,5,1,0
6897 => 6,3,5,1,0
6898 => 6,3,5,1,0
6899 => 6,3,5,1,0
6900 => 6,3,5,1,0
6901 => 6,3,5,1,0
6902 => 6,3,5,1,0
6903 => 6,3,5,1,0
6904 => 7,3,5,1,0
6905 => 7,3,5,1,0
6906 => 7,3,5,1,0
6907 => 7,3,5,1,0
6908 => 7,3,5,1,0
6909 => 7,3,5,1,0
6910 => 7,3,5,1,0
6911 => 7,3,5,1,0
6912 => 0,4,5,1,0
6913 => 0,4,5,1,0
6914 => 0,4,5,1,0
6915 => 0,4,5,1,0
6916 => 0,4,5,1,0
6917 => 0,4,5,1,0
6918 => 0,4,5,1,0
6919 => 0,4,5,1,0
6920 => 1,4,5,1,0
6921 => 1,4,5,1,0
6922 => 1,4,5,1,0
6923 => 1,4,5,1,0
6924 => 1,4,5,1,0
6925 => 1,4,5,1,0
6926 => 1,4,5,1,0
6927 => 1,4,5,1,0
6928 => 2,4,5,1,0
6929 => 2,4,5,1,0
6930 => 2,4,5,1,0
6931 => 2,4,5,1,0
6932 => 2,4,5,1,0
6933 => 2,4,5,1,0
6934 => 2,4,5,1,0
6935 => 2,4,5,1,0
6936 => 3,4,5,1,0
6937 => 3,4,5,1,0
6938 => 3,4,5,1,0
6939 => 3,4,5,1,0
6940 => 3,4,5,1,0
6941 => 3,4,5,1,0
6942 => 3,4,5,1,0
6943 => 3,4,5,1,0
6944 => 4,4,5,1,0
6945 => 4,4,5,1,0
6946 => 4,4,5,1,0
6947 => 4,4,5,1,0
6948 => 4,4,5,1,0
6949 => 4,4,5,1,0
6950 => 4,4,5,1,0
6951 => 4,4,5,1,0
6952 => 5,4,5,1,0
6953 => 5,4,5,1,0
6954 => 5,4,5,1,0
6955 => 5,4,5,1,0
6956 => 5,4,5,1,0
6957 => 5,4,5,1,0
6958 => 5,4,5,1,0
6959 => 5,4,5,1,0
6960 => 6,4,5,1,0
6961 => 6,4,5,1,0
6962 => 6,4,5,1,0
6963 => 6,4,5,1,0
6964 => 6,4,5,1,0
6965 => 6,4,5,1,0
6966 => 6,4,5,1,0
6967 => 6,4,5,1,0
6968 => 7,4,5,1,0
6969 => 7,4,5,1,0
6970 => 7,4,5,1,0
6971 => 7,4,5,1,0
6972 => 7,4,5,1,0
6973 => 7,4,5,1,0
6974 => 7,4,5,1,0
6975 => 7,4,5,1,0
6976 => 0,5,5,1,0
6977 => 0,5,5,1,0
6978 => 0,5,5,1,0
6979 => 0,5,5,1,0
6980 => 0,5,5,1,0
6981 => 0,5,5,1,0
6982 => 0,5,5,1,0
6983 => 0,5,5,1,0
6984 => 1,5,5,1,0
6985 => 1,5,5,1,0
6986 => 1,5,5,1,0
6987 => 1,5,5,1,0
6988 => 1,5,5,1,0
6989 => 1,5,5,1,0
6990 => 1,5,5,1,0
6991 => 1,5,5,1,0
6992 => 2,5,5,1,0
6993 => 2,5,5,1,0
6994 => 2,5,5,1,0
6995 => 2,5,5,1,0
6996 => 2,5,5,1,0
6997 => 2,5,5,1,0
6998 => 2,5,5,1,0
6999 => 2,5,5,1,0
7000 => 3,5,5,1,0
